1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	882
102	1090
103	858
104	776
105	717
106	753
107	811
108	776
109	553
110	764
111	717
112	870
113	764
114	764
115	858
116	811
117	823
118	847
119	800
120	729
121	917
122	882
123	847
124	729
125	753
126	741
127	788
128	835
129	776
130	776
131	906
132	906
133	741
134	929
135	858
136	800
137	741
138	800
139	823
140	788
141	882
142	764
143	858
144	764
145	847
146	882
147	1010
148	1010
149	988
150	811
151	800
152	776
153	741
154	788
155	776
156	776
157	847
158	847
159	753
160	706
161	717
162	847
163	788
164	776
165	741
166	776
167	835
168	811
169	741
170	717
171	694
172	753
173	894
174	694
175	741
176	706
177	788
178	870
179	870
180	776
181	753
182	800
183	800
184	776
185	776
186	717
187	729
188	717
189	741
190	823
191	741
192	776
193	741
194	929
195	870
196	800
197	835
198	823
199	776
200	823
201	682
202	788
203	788
204	882
205	835
206	788
207	882
208	941
209	847
210	823
211	706
212	823
213	870
214	894
215	811
216	858
217	776
218	741
219	882
220	753
221	811
222	800
223	776
224	764
225	776
226	847
227	800
228	753
229	764
230	811
231	882
232	835
233	788
234	729
235	823
236	729
237	741
238	870
239	823
240	717
241	753
242	776
243	847
244	706
245	753
246	800
247	858
248	823
249	823
250	741
251	741
252	741
253	682
254	706
255	729
256	741
257	800
258	882
259	858
260	764
261	753
262	741
263	741
264	764
265	717
266	753
267	741
268	776
269	741
270	753
271	741
272	753
273	823
274	729
275	764
276	823
277	788
278	776
279	729
280	776
281	800
282	1060
283	753
284	823
285	764
286	741
287	788
288	741
289	741
290	729
291	729
292	706
293	753
294	753
295	706
296	776
297	788
298	776
299	741
300	741
301	788
302	741
303	823
304	788
305	835
306	788
307	847
308	882
309	882
310	800
311	811
312	729
313	729
314	717
315	753
316	741
317	776
318	823
319	764
320	753
321	764
322	894
323	729
324	847
325	788
326	729
327	764
328	717
329	811
330	764
331	764
332	835
333	753
334	835
335	835
336	741
337	741
338	835
339	764
340	741
341	753
342	753
343	776
344	753
345	858
346	917
347	729
348	847
349	800
350	858
351	882
352	811
353	717
354	706
355	764
356	847
357	764
358	729
359	776
360	776
361	706
362	835
363	764
364	753
365	764
366	847
367	753
368	764
369	729
370	717
371	729
372	894
373	870
374	788
375	870
376	870
377	729
378	729
379	447
380	823
381	776
382	741
383	729
384	753
385	706
386	870
387	788
388	776
389	753
390	706
391	823
392	800
393	823
394	753
395	800
396	729
397	811
398	823
399	764
400	800
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
