1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0
31	0.0
32	0.0
33	0.0
34	0.0
35	0.0
36	0.0
37	0.0
38	0.0
39	0.0
40	0.0
41	0.0
42	0.0
43	0.0
44	0.0
45	0.0
46	0.0
47	0.0
48	0.0
49	0.0
50	0.0
51	5070.0
52	5000.0
53	5000.0
54	4990.0
55	5010.0
56	5000.0
57	5000.0
58	4940.0
59	5000.0
60	4940.0
61	5010.0
62	5000.0
63	5000.0
64	5000.0
65	5000.0
66	5000.0
67	5000.0
68	5000.0
69	5010.0
70	5000.0
71	4990.0
72	5010.0
73	5000.0
74	5000.0
75	5010.0
76	5000.0
77	5000.0
78	5000.0
79	5010.0
80	4990.0
81	5010.0
82	5000.0
83	5000.0
84	5000.0
85	5000.0
86	5010.0
87	4990.0
88	5010.0
89	5000.0
90	5000.0
91	5010.0
92	5000.0
93	5010.0
94	5000.0
95	5000.0
96	5000.0
97	5000.0
98	5010.0
99	5000.0
100	5000.0
101	4968.5
102	4973.0
103	5058.5
104	5031.5
105	5031.5
106	5022.5
107	4950.5
108	5020.0
109	5090.0
110	5000.0
111	5000.0
112	5010.0
113	4990.0
114	5020.0
115	4990.0
116	5010.0
117	5000.0
118	5000.0
119	5010.0
120	5000.0
121	5000.0
122	5000.0
123	5000.0
124	5010.0
125	4990.0
126	5000.0
127	5000.0
128	5010.0
129	4932.5
130	5054.0
131	4955.0
132	4964.0
133	5040.5
134	4946.0
135	5000.0
136	5054.0
137	4955.0
138	4977.5
139	5063.0
140	4964.0
141	4977.5
142	5054.0
143	4990.0
144	4950.5
145	5045.0
146	5000.0
147	4964.0
148	5030.0
149	5022.5
150	4973.0
151	4990.0
152	5040.5
153	4977.5
154	4964.0
155	5040.5
156	4977.5
157	4964.0
158	4973.0
159	4973.0
160	5054.0
161	4977.5
162	4973.0
163	5040.5
164	5030.0
165	4946.0
166	5036.0
167	5020.0
168	4955.0
169	5030.0
170	5022.5
171	4977.5
172	5000.0
173	5031.5
174	4982.0
175	4973.0
176	5054.0
177	4973.0
178	4968.5
179	5063.0
180	4968.5
181	4990.0
182	4990.0
183	5000.0
184	5010.0
185	5000.0
186	5000.0
187	5000.0
188	5000.0
189	4964.0
190	4968.5
191	5027.0
192	5022.5
193	4955.0
194	5030.0
195	5031.5
196	4955.0
197	5010.0
198	5031.5
199	4973.0
200	4973.0
201	5063.0
202	4977.5
203	4964.0
204	5040.5
205	4990.0
206	4973.0
207	5030.0
208	5020.0
209	4990.0
210	4990.0
211	5022.5
212	4977.5
213	4977.5
214	5058.5
215	5027.0
216	4977.5
217	4977.5
218	5058.5
219	5027.0
220	5010.0
